hand_value,action
0.6672966416323648,Fold
0.7186230443939267,Raise
0.8488245191247956,Raise
0.07075915131482649,Check
0.7470487351646158,Call
0.7629901495762798,Fold
0.19686571596309863,Check
0.42173486993195425,Check
0.11272740001635669,Check
0.014592313528623868,Call
0.38686280078434343,Check
0.7187419308604306,Raise
0.4444175538371078,Call
0.7084614050699588,Raise
0.018659165453350657,Check
0.363163807414322,Call
0.18807342571322072,Fold
0.47108387237671767,Raise
0.2518587075709366,Fold
0.8709517898987897,Fold
0.5121401226398958,Raise
0.5253650462545105,Fold
0.5920599340726692,Fold
0.6907430100195034,Fold
0.7103779058659104,Check
0.09634404041268886,Call
0.6042494534090229,Call
0.6105243877486795,Raise
0.6433411373270019,Fold
0.9119373264921049,Raise
0.6874919160180407,Raise
0.19505938794873737,Check
0.5925218516091227,Check
0.0602721178619138,Call
0.7943978659273463,Raise
0.9935400421256102,Raise
0.783009499929807,Raise
0.03919446204724237,Check
0.986050356330622,Raise
0.7262232831755872,Raise
0.586194868778747,Check
0.8348457065191234,Raise
0.5342613627476132,Fold
0.680207231367457,Raise
0.2718341668025654,Fold
0.9758754357716903,Raise
0.24158283377661818,Call
0.48374332847642004,Check
0.7592186275051255,Check
0.28631739548638213,Raise
0.6482807997921158,Raise
0.06313153865883299,Check
0.819630205232047,Raise
0.3865700901229048,Check
0.7952220049015546,Call
0.8442375179735208,Raise
0.7834278902435478,Fold
0.28666444783674205,Call
0.8287669496983174,Fold
0.07024224410479568,Fold
0.9424910623302729,Raise
0.3481535882380104,Check
0.36613977719498314,Raise
0.5220667478890716,Check
0.7165309322871598,Check
0.5167026080287707,Fold
0.06097153165989949,Check
0.05199848474006121,Fold
0.8568437419295529,Raise
0.15943841890326618,Check
0.7879094293857967,Raise
0.6251389263738503,Fold
0.623651169918235,Raise
0.8045669719666185,Raise
0.6788591192570522,Raise
0.9111802313038744,Raise
0.8583342574321692,Fold
0.5985268043970102,Fold
0.02359520934466277,Check
0.070314901621206,Check
0.698398940084464,Call
0.4171146323413481,Raise
0.24708205370253777,Check
0.026956881477875425,Check
0.9140494183524549,Raise
0.18905147140276377,Call
0.529041627369376,Fold
0.7885958199283987,Call
0.6361151706190519,Raise
0.19917692920348287,Check
0.629167325831518,Call
0.3573570764621745,Call
0.9532129290631498,Raise
0.9302422158745969,Raise
0.15482168867513044,Fold
0.7516063998272329,Raise
0.4583105861169524,Check
0.6501371964347803,Check
0.8944894477245433,Raise
0.255265050081243,Call
0.2682856993472877,Check
0.5982683696740538,Fold
0.596600440918543,Check
0.15351531165865803,Fold
0.3351965820639337,Fold
0.6305920763046406,Fold
0.731740503700631,Fold
0.18133562543372148,Fold
0.8777168780542971,Call
0.19600931045602138,Call
0.3468645565894054,Call
0.9122850571225356,Raise
0.6713312688331056,Raise
0.10720787486455016,Check
0.17734107373367974,Check
0.9898547512870894,Raise
0.8110413212133404,Raise
0.7206687155287814,Raise
0.6915829709516568,Raise
0.7082733811799619,Check
0.2332795825214268,Check
0.6716396325241708,Raise
0.13154112793328626,Check
0.7171396815220783,Raise
0.24982729784480306,Check
0.10995268884522455,Fold
0.04945873597170242,Check
0.21728713350838383,Fold
0.545259824114303,Check
0.46386052291219837,Check
0.05202935233392216,Check
0.9119094540641072,Raise
0.6397426537717418,Raise
0.04296224038445279,Raise
0.3259929717519163,Fold
0.050461732390163924,Fold
0.01797416506783631,Check
0.891702824310226,Raise
0.398521834859114,Fold
0.5608655240714118,Fold
0.5033788450000165,Fold
0.021933754727419662,Check
0.448421838256277,Call
0.475439333739762,Fold
0.5988368278899174,Fold
0.16486608264866906,Fold
0.8167592439585948,Check
0.853970991070142,Raise
0.4672821603461176,Fold
0.6762316000872973,Raise
0.9965940577431318,Call
0.7820614132887721,Raise
0.4240598577893205,Check
0.9630375767273258,Raise
0.4635550570604306,Check
0.013604418440020926,Check
0.5957295265312615,Check
0.42598980457870617,Check
0.005040303033880233,Fold
0.9003098525083617,Raise
0.713109740706183,Raise
0.066294554987677,Call
0.4324642447796621,Raise
0.19945799279414306,Check
0.42068108419082473,Check
0.6380527928432088,Call
0.06841827219300971,Fold
0.6409737803114174,Raise
