hand_value,action
0.6876090163620554,Call
0.9358823451863718,Call
0.7770197064419188,Check
0.7620069176040286,Call
0.9015844689435071,Raise
0.06914559503012731,Check
0.9754667830636115,Raise
0.901949514161374,Call
0.20074633547589743,Call
0.28536643392337213,Call
0.6218102887064324,Check
0.7941593188584392,Check
0.7407025921524064,Fold
0.7456100266357933,Check
0.611504525283205,Raise
0.6636890917861583,Fold
0.38742921831288263,Call
0.7898484673846763,Call
0.8685044892526679,Call
0.9655601015545612,Check
0.9283732901619559,Call
0.10461036833301815,Check
0.8044324565246254,Call
0.5197123561264143,Check
0.10486070669920879,Check
0.9693425629825755,Raise
0.06522822078019232,Check
0.5747450148490776,Call
0.5349912266725179,Check
0.6071513928680223,Check
0.847823084513877,Call
0.09593789309771099,Check
0.3387534773533384,Check
0.7525568604703061,Call
0.9480496550154189,Check
0.4573591228527293,Raise
0.0691330694887838,Fold
0.49885930267369016,Call
0.6753043028667512,Fold
0.7575633155894305,Call
0.9023070693635016,Check
0.6485403977701738,Raise
0.7352760083303562,Check
0.3697670972144575,Check
0.8499621596872196,Raise
0.7918201076024185,Raise
0.352818378123412,Call
0.5446769984830861,Call
0.030160777908810308,Call
0.6923391611915627,Call
0.9401535332869041,Call
0.1225080872492016,Call
0.8013379665942957,Raise
0.534686053016588,Check
0.8672057048011903,Check
0.669200433628483,Call
0.7418266760375813,Call
0.6012757749872939,Call
0.8751855419122742,Check
0.800247894473463,Raise
0.3539401994877805,Call
0.571527647876682,Check
0.08628753789240436,Check
0.3250575334215395,Call
0.6850366476735646,Call
0.22682511919534815,Check
0.8247949521126887,Check
0.9018886410129281,Call
0.49020731262740125,Call
0.03721671047732674,Check
0.08158010165859549,Check
0.8121793441089373,Call
0.4058035817586473,Call
0.23470351048562324,Call
0.0805174932399782,Fold
0.465292049784679,Raise
0.31633032446793413,Call
0.2231011542095437,Check
0.3135874068492107,Check
0.14337449125335247,Call
0.29930303042790407,Check
0.6080990710322681,Call
0.43506085487711643,Check
0.35169356316115213,Call
0.6150269634500899,Raise
0.301300083733875,Call
0.05184420563739662,Call
0.5680667389155213,Check
0.546542542210258,Call
0.05288971824560672,Fold
0.4008843126781675,Call
0.7033223497170469,Fold
0.19821356197676823,Fold
0.8882551692424431,Check
0.5979737316974609,Call
0.41570581328756934,Check
0.6711204985986218,Call
0.6436685672536877,Call
0.01890836508525523,Check
0.15644245327100573,Check
0.9576089064120432,Call
0.5437553001102722,Call
0.15215469974712612,Check
0.7278427578848784,Raise
0.6907910239530403,Fold
0.9393161094980825,Call
0.9819587418843051,Check
0.5348342193956367,Call
0.6195604269632554,Fold
0.7663430408541806,Call
0.7498399168617212,Call
0.6276514498241955,Call
0.543428638350224,Fold
0.23136320762428011,Fold
0.8803866235109513,Check
0.8480087256678335,Raise
0.07626925553637472,Check
0.11906418301544636,Call
0.7374469252766931,Call
0.7241813027376577,Call
0.5151058854017849,Check
0.8966301781766844,Raise
0.5619100487277486,Call
0.9896382612232786,Call
0.39439326720598306,Call
0.5994132064732196,Call
0.5135745372034655,Check
0.17947298739673148,Fold
0.3034611852023022,Raise
0.895019648537264,Call
0.06974811815320542,Check
0.989648174158162,Call
0.2133230888991431,Raise
0.37180666015449904,Check
0.5874554184104324,Check
0.20571184199838347,Call
0.043204104055199755,Check
0.764162234729711,Check
0.6954632278156617,Call
0.9882147041970242,Check
0.3392983855248343,Check
0.35996428569135247,Fold
0.09416284676871557,Check
0.9267543591019309,Call
0.7093972934548478,Call
0.8746397387821505,Call
0.2427230895163398,Check
0.15162940112937962,Fold
0.6868661641989874,Raise
0.559375061627917,Call
0.1748369694496688,Call
0.2068342110581283,Check
0.613601424305064,Call
0.7450754692137891,Check
0.6030180287488283,Call
0.9373658653971357,Check
0.1728017307478004,Call
0.9191598451209263,Call
0.550097076988122,Call
0.24548002855303963,Check
0.05334910486062063,Fold
0.961763427160366,Raise
0.9492041883025424,Check
0.18070668093806505,Fold
0.6021626886599837,Fold
0.8221108827284027,Call
0.3170947141440196,Fold
0.2672180705484403,Fold
0.1891220708940316,Check
0.270387142188729,Check
0.7121153358586902,Raise
